fragment_id,surface_class,tyre_type,extent_x,extent_y,extent_z,roughness,mesh_path
frag_0194,sidewall,passenger,0.15909,0.06458,0.01528,0.2383,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0194.obj
frag_0195,tread,otr_mining,0.18679,0.15232,0.04639,0.6465,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0195.obj
frag_0196,sidewall,otr_mining,0.14434,0.07291,0.01182,0.2991,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0196.obj
frag_0197,sidewall,otr_mining,0.17386,0.05436,0.01121,0.3488,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0197.obj
frag_0198,sidewall,truck_hgv,0.12401,0.07563,0.01356,0.2852,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0198.obj
frag_0199,tread,motorcycle,0.14373,0.21021,0.04731,0.6642,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0199.obj
frag_0200,tread,truck_hgv,0.15226,0.21691,0.04321,0.4692,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0200.obj
frag_0201,sidewall,motorcycle,0.14672,0.08559,0.01429,0.3537,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0201.obj
frag_0202,sidewall,motorcycle,0.13120,0.08895,0.01502,0.2905,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0202.obj
frag_0203,sidewall,passenger,0.18573,0.08608,0.01022,0.2558,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0203.obj
frag_0204,tread,otr_mining,0.13573,0.16612,0.06368,0.6266,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0204.obj
frag_0205,tread,motorcycle,0.15043,0.14744,0.05900,0.6619,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0205.obj
frag_0206,sidewall,truck_hgv,0.14828,0.05264,0.01509,0.3506,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0206.obj
frag_0207,tread,otr_mining,0.23500,0.14285,0.06215,0.5925,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0207.obj
frag_0208,tread,otr_mining,0.19772,0.22795,0.04173,0.5419,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0208.obj
frag_0209,tread,truck_hgv,0.12292,0.14514,0.04688,0.5667,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0209.obj
frag_0210,sidewall,otr_mining,0.18639,0.08525,0.01639,0.1491,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0210.obj
frag_0211,sidewall,passenger,0.12866,0.09592,0.01238,0.2288,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0211.obj
frag_0212,sidewall,motorcycle,0.17289,0.04726,0.01636,0.3408,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0212.obj
frag_0213,tread,otr_mining,0.20829,0.21602,0.07072,0.5153,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0213.obj
frag_0214,sidewall,otr_mining,0.15823,0.05513,0.01156,0.2829,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0214.obj
frag_0215,tread,motorcycle,0.12266,0.11761,0.03117,0.6623,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0215.obj
frag_0216,sidewall,passenger,0.17242,0.08799,0.01210,0.1383,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0216.obj
frag_0217,tread,truck_hgv,0.17605,0.12231,0.05195,0.4677,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0217.obj
frag_0218,tread,otr_mining,0.20646,0.17025,0.03717,0.5966,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0218.obj
frag_0219,tread,motorcycle,0.18892,0.21150,0.04511,0.6446,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0219.obj
frag_0220,sidewall,passenger,0.22538,0.09835,0.01005,0.2577,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0220.obj
frag_0221,tread,otr_mining,0.19206,0.18643,0.03291,0.5521,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0221.obj
frag_0222,tread,motorcycle,0.15630,0.21309,0.04062,0.5298,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0222.obj
frag_0223,tread,truck_hgv,0.16989,0.13506,0.04552,0.6145,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0223.obj
frag_0224,tread,passenger,0.20518,0.20067,0.03333,0.4638,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0224.obj
frag_0225,tread,motorcycle,0.17426,0.15324,0.03927,0.5836,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0225.obj
frag_0226,sidewall,passenger,0.18142,0.06193,0.01258,0.0606,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0226.obj
frag_0227,tread,otr_mining,0.22879,0.14114,0.06684,0.5658,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0227.obj
frag_0228,sidewall,passenger,0.15141,0.07121,0.01158,0.1670,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0228.obj
frag_0229,sidewall,otr_mining,0.12464,0.05850,0.01659,0.3120,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0229.obj
frag_0230,tread,motorcycle,0.11819,0.22650,0.05544,0.4293,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0230.obj
frag_0231,tread,motorcycle,0.20579,0.16208,0.03704,0.6140,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0231.obj
frag_0232,sidewall,passenger,0.19106,0.07090,0.00979,0.2268,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0232.obj
frag_0233,sidewall,motorcycle,0.17859,0.06245,0.01001,0.3612,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0233.obj
frag_0234,tread,passenger,0.15760,0.14560,0.04919,0.5258,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0234.obj
frag_0235,sidewall,otr_mining,0.17118,0.07255,0.00960,0.3607,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0235.obj
frag_0236,sidewall,motorcycle,0.13069,0.05932,0.01522,0.4236,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0236.obj
frag_0237,tread,motorcycle,0.15233,0.22892,0.03372,0.5591,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0237.obj
frag_0238,sidewall,motorcycle,0.16531,0.08450,0.01716,0.3359,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0238.obj
frag_0239,tread,otr_mining,0.15525,0.18345,0.03683,0.4930,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0239.obj
frag_0240,tread,otr_mining,0.19324,0.13576,0.05955,0.5133,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0240.obj
frag_0241,tread,motorcycle,0.21818,0.17072,0.05840,0.3990,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0241.obj
frag_0242,tread,passenger,0.12773,0.17731,0.03672,0.4439,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0242.obj
frag_0243,sidewall,motorcycle,0.16300,0.05024,0.00920,0.2054,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0243.obj
frag_0244,sidewall,passenger,0.15994,0.09549,0.01335,0.3617,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0244.obj
frag_0245,sidewall,motorcycle,0.20593,0.08822,0.01348,0.2052,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0245.obj
frag_0246,tread,otr_mining,0.14323,0.17456,0.05929,0.4200,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0246.obj
frag_0247,sidewall,truck_hgv,0.17012,0.09959,0.01165,0.1946,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0247.obj
frag_0248,sidewall,passenger,0.13152,0.07324,0.01753,0.2878,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0248.obj
frag_0249,sidewall,passenger,0.20264,0.06874,0.00872,0.0441,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0249.obj
frag_0250,tread,truck_hgv,0.24463,0.16076,0.03437,0.5672,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0250.obj
frag_0251,tread,truck_hgv,0.11824,0.13248,0.06123,0.6771,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0251.obj
frag_0252,sidewall,otr_mining,0.19189,0.05521,0.01001,0.2908,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0252.obj
frag_0253,tread,truck_hgv,0.20351,0.13940,0.03585,0.5906,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0253.obj
frag_0254,tread,truck_hgv,0.16686,0.15540,0.04449,0.5938,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0254.obj
frag_0255,sidewall,truck_hgv,0.11472,0.08990,0.01422,0.1090,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0255.obj
frag_0256,tread,otr_mining,0.14039,0.11587,0.04320,0.5356,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0256.obj
frag_0257,sidewall,otr_mining,0.13645,0.08482,0.01140,0.2360,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0257.obj
frag_0258,tread,truck_hgv,0.15668,0.17584,0.04873,0.5846,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0258.obj
frag_0259,sidewall,passenger,0.21935,0.06331,0.01685,0.2773,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0259.obj
frag_0260,tread,motorcycle,0.19980,0.17389,0.04280,0.3724,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0260.obj
frag_0261,tread,truck_hgv,0.13981,0.13404,0.03589,0.5579,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0261.obj
frag_0262,tread,passenger,0.15406,0.19552,0.03617,0.4725,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0262.obj
frag_0263,sidewall,truck_hgv,0.14176,0.07481,0.00885,0.1778,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0263.obj
frag_0264,tread,motorcycle,0.15430,0.13324,0.04701,0.5288,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0264.obj
frag_0265,tread,passenger,0.14329,0.17296,0.06248,0.5857,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0265.obj
frag_0266,sidewall,motorcycle,0.12705,0.05516,0.01532,0.3275,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0266.obj
frag_0267,tread,otr_mining,0.18784,0.12693,0.05096,0.4616,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0267.obj
frag_0268,sidewall,passenger,0.14223,0.09398,0.01268,0.3418,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0268.obj
frag_0269,sidewall,otr_mining,0.10842,0.08536,0.01627,0.3051,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0269.obj
frag_0270,sidewall,truck_hgv,0.14032,0.06299,0.00939,0.1475,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0270.obj
frag_0271,tread,passenger,0.21270,0.12754,0.03612,0.6224,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0271.obj
frag_0272,tread,truck_hgv,0.21444,0.14110,0.05003,0.4968,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0272.obj
frag_0273,tread,truck_hgv,0.16479,0.13685,0.05405,0.3977,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0273.obj
frag_0274,sidewall,passenger,0.17617,0.06456,0.00877,0.3377,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0274.obj
frag_0275,tread,otr_mining,0.22745,0.22548,0.06273,0.3898,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0275.obj
frag_0276,sidewall,otr_mining,0.17596,0.07669,0.01294,0.4061,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0276.obj
frag_0277,sidewall,motorcycle,0.11064,0.08641,0.01465,0.3321,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0277.obj
frag_0278,tread,otr_mining,0.17338,0.12969,0.04788,0.5474,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0278.obj
frag_0279,tread,motorcycle,0.18721,0.17196,0.05098,0.6151,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0279.obj
frag_0280,sidewall,motorcycle,0.14681,0.05789,0.01547,0.2302,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0280.obj
frag_0281,tread,motorcycle,0.16529,0.21224,0.05991,0.6774,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0281.obj
frag_0282,tread,motorcycle,0.18107,0.19807,0.06652,0.6096,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0282.obj
frag_0283,tread,passenger,0.15109,0.13138,0.03807,0.7874,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0283.obj
frag_0284,tread,otr_mining,0.23099,0.20963,0.03222,0.5380,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0284.obj
frag_0285,sidewall,passenger,0.17425,0.08272,0.01352,0.3534,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0285.obj
frag_0286,tread,otr_mining,0.19394,0.19934,0.05470,0.4563,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0286.obj
frag_0287,tread,passenger,0.14533,0.17061,0.04232,0.6683,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0287.obj
frag_0288,sidewall,motorcycle,0.16620,0.07805,0.00932,0.4270,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0288.obj
frag_0289,sidewall,motorcycle,0.13552,0.05906,0.00881,0.2787,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0289.obj
frag_0290,tread,motorcycle,0.12321,0.13305,0.03907,0.7912,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0290.obj
frag_0291,tread,motorcycle,0.22991,0.17066,0.05024,0.5147,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0291.obj
frag_0292,tread,motorcycle,0.19754,0.17660,0.03621,0.4199,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0292.obj
frag_0293,sidewall,otr_mining,0.20284,0.05081,0.01192,0.3093,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0293.obj
frag_0294,tread,truck_hgv,0.13313,0.17444,0.03044,0.4230,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0294.obj
frag_0295,tread,otr_mining,0.16111,0.12480,0.04453,0.5266,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0295.obj
frag_0296,tread,otr_mining,0.12432,0.14735,0.04940,0.7349,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0296.obj
frag_0297,tread,motorcycle,0.21176,0.20158,0.06059,0.6196,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0297.obj
frag_0298,sidewall,passenger,0.18801,0.08855,0.01523,0.0589,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0298.obj
frag_0299,sidewall,passenger,0.19822,0.06369,0.01281,0.4352,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0299.obj
frag_0300,tread,truck_hgv,0.17281,0.21300,0.03682,0.4791,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0300.obj
frag_0301,tread,truck_hgv,0.20954,0.13892,0.04065,0.4498,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0301.obj
frag_0302,tread,truck_hgv,0.13602,0.13036,0.03795,0.3475,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0302.obj
frag_0303,sidewall,motorcycle,0.10962,0.05862,0.01186,0.3554,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0303.obj
frag_0304,sidewall,otr_mining,0.17556,0.06304,0.01893,0.2792,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0304.obj
frag_0305,sidewall,passenger,0.10886,0.08830,0.01020,0.1898,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0305.obj
frag_0306,tread,otr_mining,0.14920,0.21864,0.05344,0.4707,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0306.obj
frag_0307,tread,motorcycle,0.16842,0.19196,0.05226,0.5282,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0307.obj
frag_0308,sidewall,passenger,0.14298,0.09070,0.01153,0.0959,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0308.obj
frag_0309,tread,passenger,0.14535,0.11638,0.05532,0.5278,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0309.obj
frag_0310,tread,truck_hgv,0.17329,0.14567,0.03658,0.5233,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0310.obj
frag_0311,tread,otr_mining,0.19959,0.14250,0.05291,0.2517,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0311.obj
frag_0312,tread,otr_mining,0.14627,0.22594,0.04994,0.7324,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0312.obj
frag_0313,tread,motorcycle,0.14851,0.12198,0.04504,0.5703,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0313.obj
frag_0314,sidewall,truck_hgv,0.14932,0.07131,0.01605,0.2493,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0314.obj
frag_0315,sidewall,otr_mining,0.22158,0.08306,0.01127,0.0525,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0315.obj
frag_0316,tread,truck_hgv,0.14391,0.18431,0.04858,0.5395,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0316.obj
frag_0317,sidewall,motorcycle,0.17051,0.06078,0.01545,0.3993,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0317.obj
frag_0318,sidewall,motorcycle,0.12717,0.05340,0.00969,0.4161,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0318.obj
frag_0319,tread,motorcycle,0.14768,0.19260,0.06748,0.6061,/home/claude/work/tyre_sorting_ws/dataset/meshes/frag_0319.obj
